시군구,행정구역,2022 전체 점포수 외식업 패스트푸드,2022 전체 점포수 외식업 패스트푸드 등급,전체 점포수 외식업 패스트푸드 변화율,2022 프렌차이즈 점포수 외식업 패스트푸드,2022 프렌차이즈 점포수 외식업 패스트푸드 등급,프렌차이즈 점포수 외식업 패스트푸드 변화율,2022 일반 점포수 외식업 패스트푸드,2022 일반 점포수 외식업 패스트푸드 등급,일반 점포수 외식업 패스트푸드 변화율,2022 전체 점포수 외식업 커피-음료,2022 전체 점포수 외식업 커피-음료 등급,전체 점포수 외식업 커피-음료 변화율,2022 프렌차이즈 점포수 외식업 커피-음료,2022 프렌차이즈 점포수 외식업 커피-음료 등급,프렌차이즈 점포수 외식업 커피-음료 변화율,2022 일반 점포수 외식업 커피-음료,2022 일반 점포수 외식업 커피-음료 등급,일반 점포수 외식업 커피-음료 변화율,2022 전체 점포수 소매업 편의점,2022 전체 점포수 소매업 편의점 등급,전체 점포수 소매업 편의점 변화율,2022 프렌차이즈 점포수 소매업 편의점,2022 프렌차이즈 점포수 소매업 편의점 등급,프렌차이즈 점포수 소매업 편의점 변화율,2022 일반 점포수 소매업 편의점,2022 일반 점포수 소매업 편의점 등급,일반 점포수 소매업 편의점 변화율,2022 전체 점포수 소매업 주유소,2022 전체 점포수 소매업 주유소 등급,전체 점포수 소매업 주유소 변화율,2022 프렌차이즈 점포수 소매업 주유소,2022 프렌차이즈 점포수 소매업 주유소 등급,프렌차이즈 점포수 소매업 주유소 변화율,2022 일반 점포수 소매업 주유소,2022 일반 점포수 소매업 주유소 등급,일반 점포수 소매업 주유소 변화율,2022 신생기업 1년 생존율 외식업 패스트푸드,2022 신생기업 3년 생존율 외식업 패스트푸드,2022 신생기업 5년 생존율 외식업 패스트푸드,2022 신생기업 1년 생존율 외식업 커피-음료,2022 신생기업 3년 생존율 외식업 커피-음료,2022 신생기업 5년 생존율 외식업 커피-음료,2022 신생기업 1년 생존율 소매업 편의점,2022 신생기업 3년 생존율 소매업 편의점,2022 신생기업 5년 생존율 소매업 편의점,2022 신생기업 1년 생존율 소매업 주유소,2022 신생기업 3년 생존율 소매업 주유소,2022 신생기업 5년 생존율 소매업 주유소,2022 최근 10년기준 외식업 패스트푸드,2022 최근 10년기준 외식업 패스트푸드 등급,최근 10년기준 외식업 패스트푸드 변화율,2022 최근 10년기준 외식업 커피-음료,2022 최근 10년기준 외식업 커피-음료 등급,최근 10년기준 외식업 커피-음료 변화율,2022 최근 10년기준 소매업 편의점,2022 최근 10년기준 소매업 편의점 등급,최근 10년기준 소매업 편의점 변화율,2022 최근 10년기준 소매업 주유소,2022 최근 10년기준 소매업 주유소 등급,최근 10년기준 소매업 주유소 변화율,2022 개업수 외식업 패스트푸드,2022 개업수 외식업 패스트푸드 등급,2022 폐업수 외식업 패스트푸드,2022 폐업수 외식업 패스트푸드 등급,2022 개업률 외식업 패스트푸드,2022 개업률 외식업 패스트푸드 등급,2022 폐업률 외식업 패스트푸드,2022 폐업률 외식업 패스트푸드 등급,2022 개업수 외식업 커피-음료,2022 개업수 외식업 커피-음료 등급,2022 폐업수 외식업 커피-음료,2022 폐업수 외식업 커피-음료 등급,2022 개업률 외식업 커피-음료,2022 개업률 외식업 커피-음료 등급,2022 폐업률 외식업 커피-음료,2022 폐업률 외식업 커피-음료 등급,2022 개업수 소매업 편의점,2022 개업수 소매업 편의점 등급,2022 폐업수 소매업 편의점,2022 폐업수 소매업 편의점 등급,2022 개업률 소매업 편의점,2022 개업률 소매업 편의점 등급,2022 폐업률 소매업 편의점,2022 폐업률 소매업 편의점 등급,2022 개업수 소매업 주유소,2022 개업수 소매업 주유소 등급,2022 폐업수 소매업 주유소,2022 폐업수 소매업 주유소 등급,2022 개업률 소매업 주유소,2022 개업률 소매업 주유소 등급,2022 폐업률 소매업 주유소,2022 폐업률 소매업 주유소 등급,2022 길단위 유동인구,2022 길단위 유동인구 등급,2022 주거인구,2022 주거인구 등급,2022 직장인구,2022 직장인구 등급,2022 소득분위,2022 소득분위 등급,2022 가구수,2022 가구수 등급,2022 환산임대료 전체,2022 환산임대료 전체 등급,환산임대료 전체 변화율
종로구,청운효자동,6,76.9,1,4,63.7,1,2,87.3,0,95,14.9,11,93,10.4,11,2,95.3,0,15,71.7,2,4,64.6,0,11,75.0,2,0,100.0,0,0,100.0,0,0,100.0,0,,0,0,76,47.4,41.7,100,100,100,,,,6.2,9.2,-4.7,3.8,45.0,2.7,5.6,29.2,1.5,0.0,100.0,,0,100.0,0,100.0,0.0,100.0,0.0,100.0,7,9.9,4,21.5,7.4,24.3,4.2,39.2,2,14.2,0,100.0,13.3,3.1,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,13765.679149627205,88.4,51.170851134141785,94.1,43.61909692542776,47.4,"8분위:3,741,083~4,890,361원",26.7,5352,91.0,123382,22.4,28.3
종로구,사직동,27,10.8,-1,16,9.4,-2,11,21.0,1,224,3.3,11,168,3.5,10,56,4.2,1,32,23.6,1,4,64.6,1,28,18.2,0,2,55.7,0,2,55.7,0,0,100.0,0,50,100,33.3,76.7,48.6,33.3,100,75,60,,,,5.3,26.2,3.6,4.6,7.8,2.2,5.4,39.2,3.3,16.3,5.4,4.3,0,100.0,1,32.5,0.0,100.0,3.7,28.8,9,5.9,5,13.0,4.0,61.8,2.2,66.7,1,46.2,0,100.0,3.1,37.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,23638.0965494688,76.7,81.96248692980606,88.7,410.0189759852667,4.5,"9분위:4,890,362~6,945,811원",9.2,4758,93.4,152023,7.8,39.8
종로구,삼청동,5,83.0,-1,2,87.5,0,3,74.8,-1,97,14.4,7,79,13.4,6,18,27.4,1,6,96.9,0,0,100.0,0,6,94.3,0,0,100.0,0,0,100.0,0,0,100.0,0,,0,100,90.9,61.5,64.3,,50,50,,,,5.0,36.3,4.5,5.0,4.7,0.3,5.0,59.7,0.5,0.0,100.0,,0,100.0,0,100.0,0.0,100.0,0.0,100.0,4,32.3,0,100.0,4.1,60.4,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,4890.524219046415,97.4,18.81963047702266,99.5,42.0872759465146,48.8,"7분위:2,983,559~3,741,082원",59.2,1335,99.5,134221,14.6,75.7
종로구,부암동,10,54.2,-1,7,39.2,0,3,74.8,-1,35,57.1,3,28,53.5,4,7,65.6,-1,11,85.6,1,2,87.0,0,9,84.2,1,3,39.2,0,3,39.2,0,0,100.0,0,100,,100,80,75,40,,50,50,,100,,4.9,40.6,4.4,4.3,17.0,1.8,4.7,70.8,-1.9,11.9,15.3,5.3,0,100.0,0,100.0,0.0,100.0,0.0,100.0,2,63.0,2,51.9,5.7,41.5,5.7,23.8,1,46.2,2,15.8,9.1,9.9,18.2,1.9,0,100.0,0,100.0,0.0,100.0,0.0,100.0,4254.22589644286,98.3,45.19297386334426,95.5,18.524662560779124,80.4,"7분위:2,983,559~3,741,082원",59.2,4397,94.6,101860,44.8,7.1
종로구,평창동,4,87.7,1,2,87.5,1,2,87.3,0,30,63.4,0,27,55.7,0,3,90.1,0,16,69.3,0,4,64.6,0,12,71.0,0,4,29.7,0,4,29.7,0,0,100.0,0,,100,0,83.3,50,50,100,100,40,,100,66.7,3.9,79.0,-1.1,4.5,9.7,1.9,5.5,36.1,3.0,6.2,67.0,4.2,1,32.8,0,100.0,25.0,2.1,0.0,100.0,3,46.9,0,100.0,10.0,12.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,1310.766871533144,99.8,22.0201511938564,99.1,27.769591105679957,67.2,"8분위:3,741,083~4,890,361원",26.7,7519,75.2,79807,81.6,-1.8
종로구,무악동,1,98.8,-2,0,100.0,-1,1,95.5,-1,9,97.2,2,5,98.3,1,4,82.3,1,5,98.6,1,1,94.6,0,4,97.9,1,0,100.0,0,0,100.0,0,0,100.0,0,100,0,,100,100,0,,100,,,,,6.7,4.2,7.5,4.6,8.0,-1.6,8.0,0.7,0.7,0.0,100.0,,0,100.0,1,32.5,0.0,100.0,100.0,0.2,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,35787.9175676272,66.3,188.76042540046777,62.0,13.415118485503728,88.2,"9분위:4,890,362~6,945,811원",9.2,3195,96.9,184537,3.3,inf
종로구,교남동,8,64.6,1,5,54.0,0,3,74.8,1,27,70.5,1,21,67.9,2,6,72.9,-1,12,82.1,-3,3,75.0,-3,9,84.2,0,0,100.0,0,0,100.0,0,0,100.0,0,100,,100,100,50,66.7,,,80,,,,4.4,63.7,3.6,3.9,32.1,7.5,8.2,0.5,5.1,0.1,83.7,0.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,1,84.0,1,75.2,3.7,65.6,3.7,46.7,0,100.0,2,15.8,0.0,100.0,16.7,3.1,0,100.0,0,100.0,0.0,100.0,0.0,100.0,78139.652711904,24.3,294.2012627122699,30.2,29.667827296089985,64.4,"8분위:3,741,083~4,890,361원",26.7,4588,93.9,190484,2.8,7.1
종로구,가회동,6,76.9,0,5,54.0,0,1,95.5,0,77,24.1,15,63,20.8,15,14,35.8,0,7,95.8,0,1,94.6,1,6,94.3,-1,1,73.6,0,1,73.6,0,0,100.0,0,50,,,76.9,66.7,50,,0,0,,,,3.8,81.8,6.2,4.4,14.2,-1.7,5.6,31.4,0.8,12.8,11.8,4.1,0,100.0,0,100.0,0.0,100.0,0.0,100.0,4,32.3,2,51.9,5.2,48.1,2.6,63.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,16997.534061439725,84.9,76.75543337897265,89.9,207.55277709967413,11.1,"7분위:2,983,559~3,741,082원",59.2,2078,98.8,126540,19.3,24.3
종로구,종로1.2.3.4가동,54,1.9,1,29,1.7,1,25,1.4,0,440,0.7,17,323,0.7,16,117,1.2,1,98,1.2,-3,21,1.4,-1,77,0.9,-2,4,29.7,0,4,29.7,0,0,100.0,0,80,16.7,11.1,78.5,64.4,31.7,88.9,66.7,38.9,,,,5.3,27.1,3.1,5.1,3.5,1.8,5.3,44.8,3.7,11.5,17.2,3.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,18,1.2,11,1.9,4.1,60.4,2.5,63.7,2,14.2,1,40.1,2.0,43.6,1.0,40.1,0,100.0,0,100.0,0.0,100.0,0.0,100.0,24113.55578509082,75.7,29.802562650169744,97.6,400.88046107793537,4.7,"7분위:2,983,559~3,741,082원",59.2,5277,91.5,180042,3.8,51.8
종로구,종로5.6가동,10,54.2,-2,6,47.4,-2,4,63.9,0,85,20.3,2,66,18.2,3,19,25.5,-1,22,49.1,-1,1,94.6,0,21,36.1,-1,0,100.0,0,0,100.0,0,0,100.0,0,,50,0,77.3,64.3,35.7,80,40,50,,,,4.8,47.6,6.9,4.8,5.9,2.3,5.2,48.1,4.7,0.0,100.0,,0,100.0,1,32.5,0.0,100.0,10.0,14.2,3,46.9,3,34.9,3.5,67.9,3.5,48.8,1,46.2,1,40.1,4.5,25.0,4.5,24.5,0,100.0,0,100.0,0.0,100.0,0.0,100.0,67329.49097028005,33.5,87.40375330828459,88.0,259.9265214773752,7.8,"6분위:2,440,600~2,983,558원",89.9,3408,96.5,237629,1.4,-0.5
종로구,이화동,21,20.5,2,11,20.8,1,10,25.0,1,124,11.1,15,85,12.5,15,39,7.1,0,19,58.5,0,2,87.0,0,17,49.5,0,0,100.0,0,0,100.0,0,0,100.0,0,66.7,100,80,85.7,70.6,50,0,80,33.3,,,,5.5,21.5,2.2,5.4,1.9,-2.0,4.8,67.7,5.9,0.0,100.0,,2,9.9,0,100.0,9.5,12.5,0.0,100.0,6,15.8,4,21.5,4.8,53.3,3.2,54.7,1,46.2,0,100.0,5.3,20.3,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,40474.21449481773,59.4,101.46345642358716,84.2,57.82613875328451,36.1,"7분위:2,983,559~3,741,082원",59.2,4416,94.3,113340,30.9,45.2
종로구,혜화동,28,9.2,-2,18,7.1,-2,10,25.0,0,156,5.7,12,125,5.4,10,31,9.4,2,30,27.4,-1,8,23.8,1,22,32.3,-2,1,73.6,0,1,73.6,0,0,100.0,0,100,100,66.7,81.3,70,24.1,100,66.7,28.6,,,,5.2,30.0,2.6,4.4,14.9,1.0,5.3,46.2,3.8,0.0,100.0,,1,32.8,1,32.5,3.6,30.0,3.6,29.5,5,21.7,3,34.9,3.2,71.7,1.9,68.9,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,66071.12872351144,35.6,144.65647638902163,73.8,65.2973427262308,33.0,"7분위:2,983,559~3,741,082원",59.2,9367,57.5,121531,25.0,41.6
종로구,창신1동,7,70.5,-1,3,75.0,0,4,63.9,-1,17,88.0,0,13,86.1,1,4,82.3,-1,11,85.6,-1,2,87.0,0,9,84.2,-1,0,100.0,0,0,100.0,0,0,100.0,0,0,100,,83.3,50,0,100,,0,,,,5.9,12.5,8.1,3.8,39.6,-0.4,5.0,56.8,6.3,0.0,100.0,,0,100.0,0,100.0,0.0,100.0,0.0,100.0,1,84.0,3,34.9,5.9,40.6,17.6,1.2,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,75866.26344312093,26.2,172.50253136027396,65.8,43.96661631978901,47.2,"5분위:2,020,852~2,440,599원",99.8,2959,97.6,161277,5.9,21.5
종로구,창신2동,1,98.8,0,1,95.0,0,0,100.0,0,14,92.2,1,12,87.7,2,2,95.3,-1,5,98.6,1,1,94.6,0,4,97.9,1,0,100.0,0,0,100.0,0,0,100.0,0,100,,,75,0,0,,100,,,,,4.9,38.9,2.6,2.7,96.7,-0.6,7.8,1.2,-5.8,0.0,100.0,,0,100.0,0,100.0,0.0,100.0,0.0,100.0,1,84.0,1,75.2,7.1,27.8,7.1,16.5,1,46.2,0,100.0,20.0,0.9,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,193974.5244723704,0.5,323.5765276762524,22.4,13.37542964679534,88.7,"5분위:2,020,852~2,440,599원",99.8,4184,95.3,71967,90.1,26.9
종로구,창신3동,0,100.0,0,0,100.0,0,0,100.0,0,8,97.9,0,7,96.2,0,1,97.9,0,3,99.5,-1,0,100.0,0,3,99.1,-1,0,100.0,0,0,100.0,0,0,100.0,0,,,0,0,100,100,100,,100,,,,3.9,81.4,0.0,5.5,0.9,10.6,5.0,59.7,11.2,0.0,100.0,,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,71307.9128705545,30.7,320.3533274753734,23.6,13.874115525135272,87.5,"7분위:2,983,559~3,741,082원",59.2,2913,97.9,74815,87.7,27.0
종로구,숭인1동,2,96.7,-1,1,95.0,-1,1,95.5,0,9,97.2,1,5,98.3,1,4,82.3,0,8,94.6,0,3,75.0,0,5,96.7,0,0,100.0,0,0,100.0,0,0,100.0,0,,,0,100,100,100,,,0,,,,5.5,21.0,3.6,4.7,7.3,3.3,7.0,3.5,7.1,0.0,100.0,,0,100.0,0,100.0,0.0,100.0,0.0,100.0,1,84.0,1,75.2,11.1,8.3,11.1,5.7,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,83428.41576673409,20.8,256.6549960511367,41.7,19.427562643331065,79.7,"6분위:2,440,600~2,983,558원",89.9,3036,97.2,80633,79.5,35.4
종로구,숭인2동,5,83.0,0,1,95.0,0,4,63.9,0,30,63.4,1,17,78.8,0,13,38.9,1,26,37.3,2,3,75.0,1,23,28.5,1,0,100.0,0,0,100.0,0,0,100.0,0,100,0,100,75,33.3,28.6,100,75,,,,,4.6,54.5,6.6,4.4,13.7,2.7,5.7,26.4,3.8,2.5,82.1,0.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,1,84.0,1,75.2,3.3,70.5,3.3,53.5,2,14.2,0,100.0,7.7,13.4,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,120470.36039445271,6.1,269.90628408610286,37.3,54.03690759744452,38.7,"6분위:2,440,600~2,983,558원",89.9,6160,86.3,87343,68.4,55.0
중구,소공동,28,9.2,-2,16,9.4,-2,12,15.1,0,172,5.0,0,99,9.2,4,73,2.4,-4,49,7.3,2,12,7.5,2,37,8.7,0,2,55.7,0,2,55.7,0,0,100.0,0,100,100,0,78.3,38.7,41.7,71.4,50,37.5,,,100,5.7,16.7,2.1,5.3,2.1,1.7,5.9,17.7,0.7,10.2,25.5,4.1,0,100.0,3,2.6,0.0,100.0,10.7,12.5,6,15.8,7,5.7,3.5,67.9,4.1,40.8,2,14.2,2,15.8,4.1,28.5,4.1,28.3,0,100.0,0,100.0,0.0,100.0,0.0,100.0,24418.33898880956,75.0,22.574715447508613,98.8,845.2831585871037,0.5,"9분위:4,890,362~6,945,811원",9.2,1130,99.8,155827,7.1,23.2
중구,회현동,22,17.9,1,9,28.1,1,13,12.0,0,142,7.8,5,93,10.4,6,49,4.7,-1,55,5.9,-2,16,2.8,0,39,7.3,-2,3,39.2,0,3,39.2,0,0,100.0,0,100,,33.3,75,64.3,25,50,50,30.8,,,,4.9,42.5,6.2,5.4,1.7,0.3,6.6,6.8,2.4,8.0,49.5,3.5,0,100.0,0,100.0,0.0,100.0,0.0,100.0,10,5.2,6,8.0,7.0,29.2,4.2,39.2,1,46.2,1,40.1,1.8,45.0,1.8,38.9,0,100.0,0,100.0,0.0,100.0,0.0,100.0,28544.342003265658,71.2,56.3408157543171,93.4,645.511372070393,1.7,"8분위:3,741,083~4,890,361원",26.7,3014,97.4,342368,0.5,14.2
중구,명동,58,1.2,-3,27,2.1,-1,31,0.9,-2,347,1.2,7,212,1.2,6,135,0.7,1,85,1.7,-2,29,0.7,4,56,3.1,-6,0,100.0,0,0,100.0,0,0,100.0,0,40,0,37.5,86.8,45.1,31.9,87.5,85.7,45,,,,5.4,25.0,3.2,5.2,2.8,2.8,5.3,42.9,1.6,7.2,57.3,0.0,1,32.8,1,32.5,1.7,32.8,1.7,32.5,6,15.8,9,3.1,1.7,82.8,2.6,63.0,3,4.0,0,100.0,3.5,33.3,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,44617.52534688789,54.5,27.829509542624123,98.1,732.8839964222077,0.7,"7분위:2,983,559~3,741,082원",59.2,1414,99.3,184436,3.5,46.2
중구,필동,17,28.5,0,5,54.0,-1,12,15.1,1,108,12.5,9,84,13.0,8,24,14.9,1,25,39.9,-3,4,64.6,0,21,36.1,-3,2,55.7,0,2,55.7,0,0,100.0,0,80,50,100,83.3,66.7,42.9,100,100,50,,,,5.7,17.2,2.1,4.3,17.0,3.2,6.0,14.4,3.0,11.0,20.0,10.0,1,32.8,1,32.5,5.9,21.9,5.9,23.6,3,46.9,1,75.2,2.8,75.7,0.9,74.8,1,46.2,0,100.0,4.0,29.5,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,11570.07970755158,90.6,28.013509010806384,97.9,118.78660233020838,18.4,"7분위:2,983,559~3,741,082원",59.2,2432,98.6,127329,18.9,36.4
중구,장충동,3,92.7,0,2,87.5,0,1,95.5,0,26,71.9,2,21,67.9,2,5,75.5,0,11,85.6,-2,2,87.0,-1,9,84.2,-1,4,29.7,0,4,29.7,0,0,100.0,0,,,0,100,42.9,66.7,100,,50,100,100,,4.7,52.6,6.9,4.1,23.1,1.9,5.8,22.4,2.7,12.2,14.2,6.5,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,16537.163045161393,85.6,45.47799234044484,95.3,102.56465893478332,21.2,"6분위:2,440,600~2,983,558원",89.9,2725,98.1,95620,52.8,27.8
중구,광희동,18,25.7,0,9,28.1,0,9,29.2,0,110,12.3,3,85,12.5,4,25,13.4,-1,44,10.6,1,15,3.8,2,29,16.7,-1,2,55.7,0,2,55.7,0,0,100.0,0,,50,0,76.9,42.1,47.8,83.3,66.7,46.2,,,,5.2,31.1,5.7,4.8,5.7,0.5,5.1,56.4,-0.5,10.3,24.3,3.4,0,100.0,0,100.0,0.0,100.0,0.0,100.0,4,32.3,1,75.2,3.6,67.2,0.9,74.8,2,14.2,1,40.1,4.5,25.0,2.3,36.8,0,100.0,0,100.0,0.0,100.0,0.0,100.0,44697.11706804653,53.5,69.88316136449924,90.8,571.0188130461089,2.1,"7분위:2,983,559~3,741,082원",59.2,3282,96.7,198275,2.4,2.3
중구,을지로동,16,33.7,3,11,20.8,3,5,54.5,0,133,9.4,11,108,7.5,10,25,13.4,1,35,17.2,1,10,13.0,3,25,24.3,-2,2,55.7,0,2,55.7,0,0,100.0,0,100,100,50,94.1,50,47.4,100,25,37.5,,,,3.8,82.8,0.0,5.1,4.2,0.2,5.8,20.0,-0.1,7.1,59.4,2.9,0,100.0,1,32.5,0.0,100.0,6.3,21.7,6,15.8,5,13.0,4.5,56.1,3.8,44.8,4,1.7,4,1.7,11.4,4.2,11.4,5.7,0,100.0,0,100.0,0.0,100.0,0.0,100.0,62635.28715893289,39.9,32.025463511396,96.9,259.4062544423076,8.0,"7분위:2,983,559~3,741,082원",59.2,1505,99.1,144010,11.8,45.8
중구,신당동,15,36.3,2,10,24.5,3,5,54.5,-1,52,39.6,-4,33,46.5,-3,19,25.5,-1,29,29.7,-1,5,50.5,-1,24,26.4,0,4,29.7,0,4,29.7,0,0,100.0,0,100,0,100,66.7,40,40,100,100,87.5,100,,,5.6,20.5,-3.8,4.5,10.4,2.3,5.7,23.8,7.0,5.5,72.2,7.8,1,32.8,0,100.0,6.7,18.4,0.0,100.0,1,84.0,3,34.9,1.9,81.8,5.8,23.1,0,100.0,1,40.1,0.0,100.0,3.4,32.1,0,100.0,0,100.0,0.0,100.0,0.0,100.0,106368.8979906717,9.0,143.4462505147704,74.8,59.610880150266375,35.4,"6분위:2,440,600~2,983,558원",89.9,4635,93.6,379583,0.2,-8.5
중구,다산동,5,83.0,0,2,87.5,0,3,74.8,0,47,44.8,4,39,40.3,4,8,60.6,0,15,71.7,-1,2,87.0,1,13,67.0,-2,3,39.2,0,3,39.2,0,0,100.0,0,,,0,83.3,66.7,33.3,100,66.7,0,,,,6.5,6.6,4.7,3.8,44.1,4.4,5.7,26.4,-0.7,21.5,2.6,3.6,0,100.0,0,100.0,0.0,100.0,0.0,100.0,2,63.0,2,51.9,4.3,58.3,4.3,36.8,0,100.0,1,40.1,0.0,100.0,6.7,13.7,0,100.0,0,100.0,0.0,100.0,0.0,100.0,68898.27883638903,32.5,265.69254825696754,38.7,123.27278256348067,17.9,"6분위:2,440,600~2,983,558원",89.9,6915,80.9,98466,49.3,30.1
중구,약수동,4,87.7,1,2,87.5,1,2,87.3,0,18,87.0,3,11,89.6,2,7,65.6,1,13,78.8,1,4,64.6,0,9,84.2,1,0,100.0,0,0,100.0,0,0,100.0,0,100,0,,75,100,33.3,,100,0,,,,2.9,96.5,2.0,4.2,19.3,-0.4,6.8,5.0,-5.4,7.5,55.0,0.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,1,84.0,1,75.2,5.6,44.6,5.6,25.7,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,39832.46792763965,60.4,336.22238145250736,18.9,346.6465120387911,5.7,"8분위:3,741,083~4,890,361원",26.7,7802,72.4,142540,12.7,62.9
중구,청구동,6,76.9,-1,2,87.5,0,4,63.9,-1,19,85.4,1,18,75.5,1,1,97.9,0,5,98.6,0,0,100.0,0,5,96.7,0,0,100.0,0,0,100.0,0,0,100.0,0,100,,50,75,100,100,,,0,,,,8.2,1.2,5.1,4.2,20.0,8.2,7.0,3.5,4.7,0.0,100.0,,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,1,75.2,0.0,100.0,5.3,28.8,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,100637.76027631448,10.6,406.9669732320335,6.6,89.94129476057188,23.6,"7분위:2,983,559~3,741,082원",59.2,6400,84.0,95149,53.8,9.8
중구,신당5동,6,76.9,0,4,63.7,0,2,87.3,0,24,76.2,1,19,73.3,1,5,75.5,0,10,88.4,1,2,87.0,1,8,88.7,0,7,8.7,0,7,8.7,0,0,100.0,0,0,0,100,60,50,20,100,0,100,,,0,4.0,78.1,2.8,3.2,79.7,3.8,4.4,82.1,5.6,9.4,34.2,6.8,0,100.0,1,32.5,0.0,100.0,16.7,7.5,1,84.0,2,51.9,4.2,59.2,8.3,12.3,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,77569.16811387808,24.8,327.45104988610257,21.5,28.61128921567048,65.8,"5분위:2,020,852~2,440,599원",99.8,5234,91.7,99272,47.6,32.3
중구,동화동,6,76.9,0,4,63.7,0,2,87.3,0,24,76.2,3,20,70.0,3,4,82.3,0,10,88.4,1,1,94.6,0,9,84.2,1,0,100.0,0,0,100.0,0,0,100.0,0,100,100,100,75,60,33.3,,,50,,,,4.3,68.6,12.3,3.2,82.3,0.3,5.5,34.2,2.3,0.0,100.0,,0,100.0,0,100.0,0.0,100.0,0.0,100.0,1,84.0,0,100.0,4.2,59.2,0.0,100.0,1,46.2,0,100.0,10.0,8.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,88851.80685292183,16.7,334.1322046120424,19.8,45.902275116725086,46.0,"8분위:3,741,083~4,890,361원",26.7,4331,95.0,97898,50.2,22.5
중구,황학동,6,76.9,0,2,87.5,0,4,63.9,0,23,76.9,3,14,84.2,2,9,57.3,1,15,71.7,1,4,64.6,1,11,75.0,0,0,100.0,0,0,100.0,0,0,100.0,0,100,,,62.5,40,50,100,100,0,,,,5.8,13.2,6.9,3.6,55.7,-2.9,5.5,34.2,5.9,4.8,77.1,0.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,1,84.0,0,100.0,4.3,58.3,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,150243.67245051786,1.7,383.58956831678336,9.0,52.304894200076895,39.6,"7분위:2,983,559~3,741,082원",59.2,6918,80.7,132558,16.0,16.1
중구,중림동,3,92.7,0,1,95.0,0,2,87.3,0,41,49.8,1,32,47.6,0,9,57.3,1,14,75.0,0,1,94.6,1,13,67.0,-1,0,100.0,0,0,100.0,0,0,100.0,0,,,0,100,63.6,25,100,100,57.1,,,,3.9,80.7,-1.1,3.9,34.4,7.6,5.2,49.8,-3.2,9.1,36.8,0.0,0,100.0,0,100.0,0.0,100.0,0.0,100.0,1,84.0,1,75.2,2.4,78.3,2.4,64.9,2,14.2,2,15.8,14.3,2.8,14.3,3.8,0,100.0,0,100.0,0.0,100.0,0.0,100.0,42554.6376359788,57.1,253.2938454722956,42.7,89.17584130474017,23.8,"8분위:3,741,083~4,890,361원",26.7,5669,89.4,124791,21.2,0.5
